식품코드,식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명
R211-001014001-0759,가라지류_가라지_육_생것_여수_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11001,가라지류,1100101,가라지,110010140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
R211-461014704-0000,가리비류_가리비_관자(패주)_삶아서 말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610147,관자(패주),4,삶아서 말린것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461014701-0000,가리비류_가리비_관자(패주)_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610147,관자(패주),1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461014002-0000,가리비류_가리비_육_말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610140,육,2,말린것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461014046-0000,가리비류_가리비_육_삶은것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610140,육,46,삶은것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461014001-0000,가리비류_가리비_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461014028-0000,가리비류_가리비_육_통조림_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146101,가리비,114610140,육,28,통조림,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461034001-0000,가리비류_국자가리비_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146103,국자가리비,114610340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461057401-0006,"가리비류_비단가리비_양식,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146105,비단가리비,114610574,"양식,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461054001-1052,가리비류_비단가리비_육_생것_충무_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146105,비단가리비,114610540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,충무
R211-461074001-0006,가리비류_참가리비_육_생것_대표_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146107,참가리비,114610740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461094701-7290,가리비류_큰가리비_관자(패주)_생것_수입(일본)_3월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146109,큰가리비,114610947,관자(패주),1,생것,2,국립수산과학원(표준수산물성분표),392,Y,분석,일본,대표
R211-461094001-0000,가리비류_큰가리비_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146109,큰가리비,114610940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461094001-1200,가리비류_큰가리비_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146109,큰가리비,114610940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-461094001-7290,가리비류_큰가리비_육_생것_수입(일본)_3월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146109,큰가리비,114610940,육,1,생것,2,국립수산과학원(표준수산물성분표),392,Y,분석,일본,대표
R211-461094001-1118,가리비류_큰가리비_육_생것_양양_1월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146109,큰가리비,114610940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,양양
R211-461117401-5395,"가리비류_해만가리비_양식,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146111,해만가리비,114611174,"양식,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-461114001-0886,가리비류_해만가리비_육_생것_자란도_3월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11461,가리비류,1146111,해만가리비,114611140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,자란도
R211-463014001-1205,가무락조개_육_생것_부산_10월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11463,가무락조개,1146301,가무락조개,114630140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-463014001-1201,가무락조개_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11463,가무락조개,1146301,가무락조개,114630140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-003014001-0792,가물치_육_생것_금산_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11003,가물치,1100301,가물치,110030140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,금산
R211-003014001-0649,가물치_육_생것_대전_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11003,가물치,1100301,가물치,110030140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대전
R211-005014001-1203,가시망둑_육_생것_부산_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11005,가시망둑,1100501,가시망둑,110050140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-007014012-0000,가오리류_가오리_육_조미하여 말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11007,가오리류,1100701,가오리,110070140,육,12,조미하여 말린것,2,국립수산과학원(표준수산물성분표),410,N,수집,대한민국,대표
R211-007034001-1197,가오리류_나비가오리_육_생것_부산_2월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11007,가오리류,1100703,나비가오리,110070340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-007054001-1198,가오리류_노랑가오리_육_생것_부산_3월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11007,가오리류,1100705,노랑가오리,110070540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-007074001-1201,가오리류_목탁가오리_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11007,가오리류,1100707,목탁가오리,110070740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-007094001-1199,가오리류_전기가오리_육_생것_부산_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11007,가오리류,1100709,전기가오리,110070940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-009014001-0000,가자미류_가자미_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100901,가자미,110090140,육,1,생것,2,식품의약품안전처,410,N,수집,대한민국,대표
R211-009034001-1199,가자미류_각시가자미_육_생것_부산_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100903,각시가자미,110090340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-009054001-1221,가자미류_갈가자미_육_생것_포항_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100905,갈가자미,110090540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항
R211-009092801-0001,"가자미류_기름가자미(20cm미만)_수컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100909,기름가자미(20cm미만),110090928,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009092801-0002,"가자미류_기름가자미(20cm미만)_수컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100909,기름가자미(20cm미만),110090928,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009112801-0001,"가자미류_기름가자미(21-24cm)_수컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100911,기름가자미(21-24cm),110091128,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009111601-0001,"가자미류_기름가자미(21-24cm)_암컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100911,기름가자미(21-24cm),110091116,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009111601-0002,"가자미류_기름가자미(21-24cm)_암컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100911,기름가자미(21-24cm),110091116,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0010,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0011,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0012,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0001,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0002,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0003,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0004,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0005,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0006,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0007,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0008,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009132801-0009,"가자미류_기름가자미(25-29cm)_수컷,육_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091328,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0010,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0011,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0012,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0001,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0002,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0003,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0004,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0005,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0006,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0007,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0008,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009131601-0009,"가자미류_기름가자미(25-29cm)_암컷,육_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100913,기름가자미(25-29cm),110091316,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0010,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0011,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0012,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0003,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0004,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0005,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0006,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0008,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009172801-0009,"가자미류_기름가자미(25cm미만)_수컷,육_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0010,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0011,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0012,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0003,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0004,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0005,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0006,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0008,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009171601-0009,"가자미류_기름가자미(25cm미만)_암컷,육_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100917,기름가자미(25cm미만),110091716,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0011,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0001,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0002,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0003,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0006,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009152801-0007,"가자미류_기름가자미(30cm이상)_수컷,육_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091528,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0010,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0011,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0012,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0001,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0002,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0003,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0004,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0005,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0006,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0007,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0008,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009151601-0009,"가자미류_기름가자미(30cm이상)_암컷,육_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100915,기름가자미(30cm이상),110091516,"암컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-009072801-1218,"가자미류_기름가자미_수컷,육_생것_경주_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100907,기름가자미,110090728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,감포
R211-009072801-1219,"가자미류_기름가자미_수컷,육_생것_경주_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100907,기름가자미,110090728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,감포
R211-009072801-1216,"가자미류_기름가자미_수컷,육_생것_경주_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11009,가자미류,1100907,기름가자미,110090728,"수컷,육",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,감포
