식품코드,식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명,원산지국코드,수입여부,데이터생성방법명,원산지국명,원산지역명
R211-011014071-5928,갈치류_갈치_육_젓갈_수입_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101101,갈치,110110140,육,71,젓갈,2,국립수산과학원(표준수산물성분표),840,Y,분석,미국,대표
R211-011154001-1202,갈치류_독가시치_육_생것_부산_7월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101115,독가시치,110111540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-011174001-1200,갈치류_동동갈치_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101117,동동갈치,110111740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-011074001-0004,갈치류_등가시치_육_생것_대표_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101107,등가시치,110110740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-011074001-0000,갈치류_등가시치_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101107,등가시치,110110740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-011074001-1200,갈치류_등가시치_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101107,등가시치,110110740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-011094001-0005,갈치류_먹갈치_육_생것_대표_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101109,먹갈치,110110940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-011094001-0008,갈치류_먹갈치_육_생것_대표_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101109,먹갈치,110110940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-011114001-0008,갈치류_청자갈치_육_생것_대표_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101111,청자갈치,110111140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-011114001-1226,갈치류_청자갈치_육_생것_영덕_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101111,청자갈치,110111140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,영덕
R211-011134001-1226,갈치류_칠성갈치_육_생것_영덕_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101113,칠성갈치,110111340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,영덕
R211-011134001-1216,갈치류_칠성갈치_육_생것_포항_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11011,갈치류,1101113,칠성갈치,110111340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항
R211-013014001-1201,감펭류_쑥감펭_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11013,감펭류,1101301,쑥감펭,110130140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-013034001-1201,감펭류_점감펭_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11013,감펭류,1101303,점감펭,110130340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-013054001-0000,감펭류_홍감펭_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11013,감펭류,1101305,홍감펭,110130540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-013054001-1200,감펭류_홍감펭_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11013,감펭류,1101305,홍감펭,110130540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-013054001-0757,감펭류_홍감펭_육_생것_여수_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11013,감펭류,1101305,홍감펭,110130540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
R211-661014002-0000,갑오징어류_갑오징어_육_말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166101,갑오징어,116610140,육,2,말린것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-661014001-1201,갑오징어류_갑오징어_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166101,갑오징어,116610140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-661034001-0000,갑오징어류_쇠갑오징어_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166103,쇠갑오징어,116610340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-661034001-1200,갑오징어류_쇠갑오징어_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166103,쇠갑오징어,116610340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-661054001-0000,갑오징어류_참갑오징어_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166105,참갑오징어,116610540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-661054001-0759,갑오징어류_참갑오징어_육_생것_여수_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11661,갑오징어류,1166105,참갑오징어,116610540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
R211-015014001-0004,강달이류_눈강달이_육_생것_대표_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11015,강달이류,1101501,눈강달이,110150140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-015014001-0402,강달이류_눈강달이_육_생것_인천_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11015,강달이류,1101501,눈강달이,110150140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,인천
R211-015014071-0000,강달이류_눈강달이_육_젓갈_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11015,강달이류,1101501,눈강달이,110150140,육,71,젓갈,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-015014071-0187,강달이류_눈강달이_육_젓갈_신안_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11015,강달이류,1101501,눈강달이,110150140,육,71,젓갈,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,신안
R211-017014001-1205,강준치_육_생것_부산_10월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11017,강준치,1101701,강준치,110170140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-467014002-0000,개량조개_육_말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11467,개량조개,1146701,개량조개,114670140,육,2,말린것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-467014001-0355,개량조개_육_생것_군산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11467,개량조개,1146701,개량조개,114670140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,군산
R211-911014001-1200,개불류_개불_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11911,개불류,1191101,개불,119110140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-469014001-1200,개조개_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11469,개조개,1146901,개조개,114690140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-469014001-1201,개조개_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11469,개조개,1146901,개조개,114690140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-713014101-0000,갯가재류_갯가재_내장_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11713,갯가재류,1171301,갯가재,117130141,내장,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-713014046-0000,갯가재류_갯가재_육_삶은것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11713,갯가재류,1171301,갯가재,117130140,육,46,삶은것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-713014001-0000,갯가재류_갯가재_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11713,갯가재류,1171301,갯가재,117130140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-713014001-1199,갯가재류_갯가재_육_생것_부산_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11713,갯가재류,1171301,갯가재,117130140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-913014001-0000,갯강구_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11913,갯강구,1191301,갯강구,119130140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715214001-0766,게류_금강참게_육_생것_광양_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171521,금강참게,117152140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,광양
R211-715034001-0008,게류_깨다시꽃게_육_생것_대표_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171503,깨다시꽃게,117150340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014901-0000,게류_꽃게_다리_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150149,다리,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014801-0000,게류_꽃게_몸통_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150148,몸통,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014046-0000,게류_꽃게_육_삶은것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,46,삶은것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014001-0000,게류_꽃게_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014001-1201,게류_꽃게_육_생것_부산_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-715014001-0402,게류_꽃게_육_생것_인천_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,인천
R211-715014071-0000,게류_꽃게_육_젓갈_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,71,젓갈,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715014049-0000,게류_꽃게_육_찐것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171501,꽃게,117150140,육,49,찐것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715054001-0000,게류_닭게_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171505,닭게,117150540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715074101-7560,게류_대게_내장_생것_수입_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150741,내장,1,생것,2,국립수산과학원(표준수산물성분표),124,Y,분석,캐나다,대표
R211-715074901-0757,게류_대게_다리_생것_여수_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150749,다리,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
R211-715074301-0757,게류_대게_알_생것_여수_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150743,알,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
R211-715074036-0000,게류_대게_육_데쳐서 말린것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150740,육,36,데쳐서 말린것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715074046-0000,게류_대게_육_삶은것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150740,육,46,삶은것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715074001-7560,게류_대게_육_생것_수입_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150740,육,1,생것,2,국립수산과학원(표준수산물성분표),124,Y,분석,캐나다,대표
R211-715074001-1234,게류_대게_육_생것_영덕_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,영덕
R211-715074028-0000,게류_대게_육_통조림_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171507,대게,117150740,육,28,통조림,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715094001-0822,게류_동남참게_육_생것_가평(청평)_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171509,동남참게,117150940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,가평(청평)
R211-715094001-0766,게류_동남참게_육_생것_광양_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171509,동남참게,117150940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,광양
R211-715094001-0004,게류_동남참게_육_생것_대표_4월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171509,동남참게,117150940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715114001-1200,게류_민꽃게_육_생것_부산_5월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171511,민꽃게,117151140,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,부산
R211-715134001-0000,게류_방게_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171513,방게,117151340,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0010,"게류_붉은대게_수컷,다리_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0011,"게류_붉은대게_수컷,다리_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0012,"게류_붉은대게_수컷,다리_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0001,"게류_붉은대게_수컷,다리_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0002,"게류_붉은대게_수컷,다리_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0003,"게류_붉은대게_수컷,다리_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0004,"게류_붉은대게_수컷,다리_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0005,"게류_붉은대게_수컷,다리_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0006,"게류_붉은대게_수컷,다리_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0007,"게류_붉은대게_수컷,다리_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153701-0009,"게류_붉은대게_수컷,다리_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151537,"수컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0010,"게류_붉은대게_수컷,몸통_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0011,"게류_붉은대게_수컷,몸통_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0001,"게류_붉은대게_수컷,몸통_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0002,"게류_붉은대게_수컷,몸통_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0003,"게류_붉은대게_수컷,몸통_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0004,"게류_붉은대게_수컷,몸통_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0005,"게류_붉은대게_수컷,몸통_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0006,"게류_붉은대게_수컷,몸통_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0008,"게류_붉은대게_수컷,몸통_생것_대표_8월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715153601-0009,"게류_붉은대게_수컷,몸통_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151536,"수컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715154301-0009,게류_붉은대게_알_생것_대표_9월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151543,알,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715152501-0001,"게류_붉은대게_암컷,다리_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151525,"암컷,다리",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715152401-0001,"게류_붉은대게_암컷,몸통_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151524,"암컷,몸통",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0010,"게류_붉은대게_암컷,알_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0012,"게류_붉은대게_암컷,알_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0001,"게류_붉은대게_암컷,알_생것_대표_1월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0003,"게류_붉은대게_암컷,알_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0004,"게류_붉은대게_암컷,알_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0005,"게류_붉은대게_암컷,알_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0006,"게류_붉은대게_암컷,알_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151901-0007,"게류_붉은대게_암컷,알_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151519,"암컷,알",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0010,"게류_붉은대게_암컷,전체_생것_대표_10월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0011,"게류_붉은대게_암컷,전체_생것_대표_11월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0012,"게류_붉은대게_암컷,전체_생것_대표_12월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0002,"게류_붉은대게_암컷,전체_생것_대표_2월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0003,"게류_붉은대게_암컷,전체_생것_대표_3월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0004,"게류_붉은대게_암컷,전체_생것_대표_4월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0005,"게류_붉은대게_암컷,전체_생것_대표_5월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0006,"게류_붉은대게_암컷,전체_생것_대표_6월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0007,"게류_붉은대게_암컷,전체_생것_대표_7월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715151501-0009,"게류_붉은대게_암컷,전체_생것_대표_9월",원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151515,"암컷,전체",1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715154001-0008,게류_붉은대게_육_생것_대표_8월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715154001-0000,게류_붉은대게_육_생것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171515,붉은대게,117151540,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715174046-0000,게류_왕게_육_삶은것_대표_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171517,왕게,117151740,육,46,삶은것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,대표
R211-715174001-7560,게류_왕게_육_생것_수입_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171517,왕게,117151740,육,1,생것,2,국립수산과학원(표준수산물성분표),124,Y,분석,캐나다,대표
R211-715174001-1221,게류_왕게_육_생것_포항_평균,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171517,왕게,117151740,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,포항
R211-715194001-0759,게류_주름송편게_육_생것_여수_6월,원재료성 식품,2,동물성,11,어패류 및 기타 수산물,11715,게류,1171519,주름송편게,117151940,육,1,생것,2,국립수산과학원(표준수산물성분표),410,N,분석,대한민국,여수
