식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명
양송이버섯_데친것,원재료성 식품,1,식물성,7,버섯류,7018,양송이버섯,701800,해당없음,70180000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
양송이버섯_갈색양송이_생것,원재료성 식품,1,식물성,7,버섯류,7018,양송이버섯,701801,갈색양송이,70180100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
양송이버섯_갈색양송이_데친것,원재료성 식품,1,식물성,7,버섯류,7018,양송이버섯,701801,갈색양송이,70180100,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
영지버섯_말린것,원재료성 식품,1,식물성,7,버섯류,7019,영지버섯,701900,해당없음,70190000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
영지버섯_추출,원재료성 식품,1,식물성,7,버섯류,7019,영지버섯,701900,해당없음,70190000,해당없음,24,추출,1,농촌진흥청(국가표준식품성분표)
율무느타리버섯_생것,원재료성 식품,1,식물성,7,버섯류,7020,율무느타리버섯,702000,해당없음,70200000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
잎새버섯_생것,원재료성 식품,1,식물성,7,버섯류,7021,잎새버섯,702100,해당없음,70210000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
잎새버섯_데친것,원재료성 식품,1,식물성,7,버섯류,7021,잎새버섯,702100,해당없음,70210000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
큰느타리버섯(새송이버섯)_생것,원재료성 식품,1,식물성,7,버섯류,7023,큰느타리버섯(새송이버섯),702300,해당없음,70230000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
큰느타리버섯(새송이버섯)_말린것,원재료성 식품,1,식물성,7,버섯류,7023,큰느타리버섯(새송이버섯),702300,해당없음,70230000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
큰느타리버섯(새송이버섯)_분말화한것,원재료성 식품,1,식물성,7,버섯류,7023,큰느타리버섯(새송이버섯),702300,해당없음,70230000,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
큰느타리버섯(새송이버섯)_말린것(자연건조),원재료성 식품,1,식물성,7,버섯류,7023,큰느타리버섯(새송이버섯),702300,해당없음,70230000,해당없음,34,말린것(자연건조),1,농촌진흥청(국가표준식품성분표)
큰느타리버섯(새송이버섯)_데친것,원재료성 식품,1,식물성,7,버섯류,7023,큰느타리버섯(새송이버섯),702300,해당없음,70230000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
팽이버섯_생것,원재료성 식품,1,식물성,7,버섯류,7025,팽이버섯,702500,해당없음,70250000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
팽이버섯_데친것,원재료성 식품,1,식물성,7,버섯류,7025,팽이버섯,702500,해당없음,70250000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
팽이버섯_갈색팽이_생것,원재료성 식품,1,식물성,7,버섯류,7025,팽이버섯,702505,갈색팽이,70250500,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
팽이버섯_갈색팽이_데친것,원재료성 식품,1,식물성,7,버섯류,7025,팽이버섯,702505,갈색팽이,70250500,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
포타벨라_생것,원재료성 식품,1,식물성,7,버섯류,7026,포타벨라,702600,해당없음,70260000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
표고버섯_분말화한것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270000,해당없음,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
표고버섯_갓_생것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270039,갓,1,생것,1,농촌진흥청(국가표준식품성분표)
표고버섯_갓_말린것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270039,갓,2,말린것,1,농촌진흥청(국가표준식품성분표)
표고버섯_갓_데친것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270039,갓,47,데친것,1,농촌진흥청(국가표준식품성분표)
표고버섯_갓_말린것을 삶은것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270039,갓,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
표고버섯_대_생것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270040,대,1,생것,1,농촌진흥청(국가표준식품성분표)
표고버섯_대_말린것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270040,대,2,말린것,1,농촌진흥청(국가표준식품성분표)
표고버섯_대_데친것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270040,대,47,데친것,1,농촌진흥청(국가표준식품성분표)
표고버섯_대_말린것을 삶은것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270040,대,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
표고버섯_전체_생것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270071,전체,1,생것,1,농촌진흥청(국가표준식품성분표)
표고버섯_전체_말린것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270071,전체,2,말린것,1,농촌진흥청(국가표준식품성분표)
표고버섯_전체_말린것(자연건조),원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270071,전체,34,말린것(자연건조),1,농촌진흥청(국가표준식품성분표)
표고버섯_전체_데친것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270071,전체,47,데친것,1,농촌진흥청(국가표준식품성분표)
표고버섯_전체_말린것을 삶은것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702700,해당없음,70270071,전체,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
표고버섯_재배_생것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702702,재배,70270200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
표고버섯_재배_말린것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702702,재배,70270200,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
표고버섯_재배_데친것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702702,재배,70270200,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
표고버섯_재배_말린것을 삶은것,원재료성 식품,1,식물성,7,버섯류,7027,표고버섯,702702,재배,70270200,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
풀버섯_생것,원재료성 식품,1,식물성,7,버섯류,7028,풀버섯,702800,해당없음,70280000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
꽃송이버섯_생것,원재료성 식품,1,식물성,7,버섯류,7031,꽃송이버섯,703100,해당없음,70310000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
꽃송이버섯_말린것,원재료성 식품,1,식물성,7,버섯류,7031,꽃송이버섯,703100,해당없음,70310000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
꽃송이버섯_데친것,원재료성 식품,1,식물성,7,버섯류,7031,꽃송이버섯,703100,해당없음,70310000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
꽃송이버섯_말린것(자연건조),원재료성 식품,1,식물성,7,버섯류,7031,꽃송이버섯,703100,해당없음,70310000,해당없음,34,말린것(자연건조),1,농촌진흥청(국가표준식품성분표)
양송이버섯_말린것,원재료성 식품,1,식물성,7,버섯류,7018,양송이버섯,701800,해당없음,70180000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
감_단감_생것,원재료성 식품,1,식물성,8,과일류,8001,감,800101,단감,80010100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
감_대봉(갑주백목)_생것,원재료성 식품,1,식물성,8,과일류,8001,감,800102,대봉(갑주백목),80010200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
감_연시_생것,원재료성 식품,1,식물성,8,과일류,8001,감,800104,연시,80010400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
감_연시_얼린것,원재료성 식품,1,식물성,8,과일류,8001,감,800104,연시,80010400,해당없음,8,얼린것,1,농촌진흥청(국가표준식품성분표)
감말랭이_말린것,원재료성 식품,1,식물성,8,과일류,8005,감말랭이,800500,해당없음,80050000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
곶감_말린것,원재료성 식품,1,식물성,8,과일류,8006,곶감,800600,해당없음,80060000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
구아바_생것,원재료성 식품,1,식물성,8,과일류,8007,구아바,800700,해당없음,80070000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_한라봉_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801001,한라봉,80100100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_온주밀감_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801002,온주밀감,80100200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_임온주_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801003,임온주,80100300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_천혜향_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801006,천혜향,80100600,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_궁천조생+노지_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801007,궁천조생+노지,80100700,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_궁천조생+하우스_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801008,궁천조생+하우스,80100800,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_유라조생+하우스_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801009,유라조생+하우스,80100900,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_일남1호_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801010,일남1호,80101000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_하례조생+노지_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801011,하례조생+노지,80101100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_하례조생+하우스_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801012,하례조생+하우스,80101200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_흥진조생_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801013,흥진조생,80101300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_레드향_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801014,레드향,80101400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_황금향_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801015,황금향,80101500,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤_신예감_생것,원재료성 식품,1,식물성,8,과일류,8010,귤,801016,신예감,80101600,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
귤 주스_천연과즙,원재료성 식품,1,식물성,8,과일류,8013,귤 주스,801300,해당없음,80130044,천연과즙,0,해당없음,1,농촌진흥청(국가표준식품성분표)
금귤_생것,원재료성 식품,1,식물성,8,과일류,8014,금귤,801400,해당없음,80140000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
다래_생것,원재료성 식품,1,식물성,8,과일류,8015,다래,801500,해당없음,80150000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
대추_생것,원재료성 식품,1,식물성,8,과일류,8016,대추,801600,해당없음,80160000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
대추_말린것,원재료성 식품,1,식물성,8,과일류,8016,대추,801600,해당없음,80160000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
대추야자_말린것,원재료성 식품,1,식물성,8,과일류,8017,대추야자,801700,해당없음,80170000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
두리안_생것,원재료성 식품,1,식물성,8,과일류,8018,두리안,801800,해당없음,80180000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
딸기_개량종_생것,원재료성 식품,1,식물성,8,과일류,8019,딸기,801901,개량종,80190100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
딸기_개량종_말린것,원재료성 식품,1,식물성,8,과일류,8019,딸기,801901,개량종,80190100,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
딸기_설향_생것,원재료성 식품,1,식물성,8,과일류,8019,딸기,801902,설향,80190200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
라임_생것,원재료성 식품,1,식물성,8,과일류,8022,라임,802200,해당없음,80220000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
라임 주스_천연과즙,원재료성 식품,1,식물성,8,과일류,8023,라임 주스,802300,해당없음,80230044,천연과즙,0,해당없음,1,농촌진흥청(국가표준식품성분표)
레몬_생것,원재료성 식품,1,식물성,8,과일류,8024,레몬,802400,해당없음,80240000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
롱안_생것,원재료성 식품,1,식물성,8,과일류,8026,롱안,802600,해당없음,80260000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
롱안_말린것,원재료성 식품,1,식물성,8,과일류,8026,롱안,802600,해당없음,80260000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
리치_생것,원재료성 식품,1,식물성,8,과일류,8027,리치,802700,해당없음,80270000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
리치_얼린것,원재료성 식품,1,식물성,8,과일류,8027,리치,802700,해당없음,80270000,해당없음,8,얼린것,1,농촌진흥청(국가표준식품성분표)
망고_생것,원재료성 식품,1,식물성,8,과일류,8028,망고,802800,해당없음,80280000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
망고_애플망고_생것,원재료성 식품,1,식물성,8,과일류,8028,망고,802801,애플망고,80280100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
매실_생것,원재료성 식품,1,식물성,8,과일류,8029,매실,802900,해당없음,80290000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
매실_선암매_생것,원재료성 식품,1,식물성,8,과일류,8029,매실,802901,선암매,80290100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
매실_천매_생것,원재료성 식품,1,식물성,8,과일류,8029,매실,802902,천매,80290200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
매실_남고_생것,원재료성 식품,1,식물성,8,과일류,8029,매실,802903,남고,80290300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
매실 절임_당류에 절인것,원재료성 식품,1,식물성,8,과일류,8031,매실 절임,803100,해당없음,80310000,해당없음,18,당류에 절인것,1,농촌진흥청(국가표준식품성분표)
매실 절임_소금에 절인것,원재료성 식품,1,식물성,8,과일류,8031,매실 절임,803100,해당없음,80310000,해당없음,19,소금에 절인것,1,농촌진흥청(국가표준식품성분표)
머루_껍질+씨포함_생것,원재료성 식품,1,식물성,8,과일류,8032,머루,803200,해당없음,80320042,껍질+씨포함,1,생것,1,농촌진흥청(국가표준식품성분표)
머루_개량종_껍질+씨포함_생것,원재료성 식품,1,식물성,8,과일류,8032,머루,803201,개량종,80320142,껍질+씨포함,1,생것,1,농촌진흥청(국가표준식품성분표)
머루_머스켓베일리에이_생것,원재료성 식품,1,식물성,8,과일류,8032,머루,803203,머스켓베일리에이,80320300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
머루_왕머루_껍질+씨포함_생것,원재료성 식품,1,식물성,8,과일류,8032,머루,803204,왕머루,80320442,껍질+씨포함,1,생것,1,농촌진흥청(국가표준식품성분표)
멜론_감로_생것,원재료성 식품,1,식물성,8,과일류,8034,멜론,803401,감로,80340100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
멜론_머스크_생것,원재료성 식품,1,식물성,8,과일류,8034,멜론,803402,머스크,80340200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
멜론_화이트_생것,원재료성 식품,1,식물성,8,과일류,8034,멜론,803403,화이트,80340300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
모과_생것,원재료성 식품,1,식물성,8,과일류,8035,모과,803500,해당없음,80350000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
무화과_승정도후인_생것,원재료성 식품,1,식물성,8,과일류,8036,무화과,803601,승정도후인,80360100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
무화과_승정도후인_말린것,원재료성 식품,1,식물성,8,과일류,8036,무화과,803601,승정도후인,80360100,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
무화과_봉래시_생것,원재료성 식품,1,식물성,8,과일류,8036,무화과,803602,봉래시,80360200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
무화과_수입산_말린것,원재료성 식품,1,식물성,8,과일류,8036,무화과,803603,수입산,80360300,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
바나나_생것,원재료성 식품,1,식물성,8,과일류,8037,바나나,803700,해당없음,80370000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
바나나_말린것,원재료성 식품,1,식물성,8,과일류,8037,바나나,803700,해당없음,80370000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
배_생것,원재료성 식품,1,식물성,8,과일류,8038,배,803800,해당없음,80380000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
배_돌배_생것,원재료성 식품,1,식물성,8,과일류,8038,배,803801,돌배,80380100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
배_신고_생것,원재료성 식품,1,식물성,8,과일류,8038,배,803804,신고,80380400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
배_만풍_생것,원재료성 식품,1,식물성,8,과일류,8038,배,803809,만풍,80380900,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
배_원황_생것,원재료성 식품,1,식물성,8,과일류,8038,배,803810,원황,80381000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
배 과즙,원재료성 식품,1,식물성,8,과일류,8039,배 과즙,803900,해당없음,80390000,해당없음,0,해당없음,1,농촌진흥청(국가표준식품성분표)
버찌_생것,원재료성 식품,1,식물성,8,과일류,8041,버찌,804100,해당없음,80410000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
복분자_생것,원재료성 식품,1,식물성,8,과일류,8042,복분자,804200,해당없음,80420000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
복숭아_백도_생것,원재료성 식품,1,식물성,8,과일류,8043,복숭아,804302,백도,80430200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
복숭아_천도_생것,원재료성 식품,1,식물성,8,과일류,8043,복숭아,804307,천도,80430700,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
복숭아_황도_생것,원재료성 식품,1,식물성,8,과일류,8043,복숭아,804308,황도,80430800,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
복숭아_천중도_생것,원재료성 식품,1,식물성,8,과일류,8043,복숭아,804309,천중도,80430900,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
블랙베리_생것,원재료성 식품,1,식물성,8,과일류,8046,블랙베리,804600,해당없음,80460000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
블루베리_생것,원재료성 식품,1,식물성,8,과일류,8047,블루베리,804700,해당없음,80470000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
블루베리_말린것,원재료성 식품,1,식물성,8,과일류,8047,블루베리,804700,해당없음,80470000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
블루베리_얼린것,원재료성 식품,1,식물성,8,과일류,8047,블루베리,804700,해당없음,80470000,해당없음,8,얼린것,1,농촌진흥청(국가표준식품성분표)
비파_생것,원재료성 식품,1,식물성,8,과일류,8049,비파,804900,해당없음,80490000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
사과_생것,원재료성 식품,1,식물성,8,과일류,8050,사과,805000,해당없음,80500000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
사과_부사_생것,원재료성 식품,1,식물성,8,과일류,8050,사과,805002,부사,80500200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
사과_아오리_껍질제거_생것,원재료성 식품,1,식물성,8,과일류,8050,사과,805003,아오리,80500372,껍질 제거,1,생것,1,농촌진흥청(국가표준식품성분표)
사과_아오리_껍질 포함_생것,원재료성 식품,1,식물성,8,과일류,8050,사과,805003,아오리,80500373,껍질 포함,1,생것,1,농촌진흥청(국가표준식품성분표)
사과_홍옥_생것,원재료성 식품,1,식물성,8,과일류,8050,사과,805007,홍옥,80500700,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
산딸기_생것,원재료성 식품,1,식물성,8,과일류,8054,산딸기,805400,해당없음,80540000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
산수유_열매_생것,원재료성 식품,1,식물성,8,과일류,8055,산수유,805500,해당없음,80550077,열매,1,생것,1,농촌진흥청(국가표준식품성분표)
산수유_과육_말린것,원재료성 식품,1,식물성,8,과일류,8055,산수유,805500,해당없음,80550086,과육,2,말린것,1,농촌진흥청(국가표준식품성분표)
살구_생것,원재료성 식품,1,식물성,8,과일류,8056,살구,805600,해당없음,80560000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
살구_말린것,원재료성 식품,1,식물성,8,과일류,8056,살구,805600,해당없음,80560000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
석류_생것,원재료성 식품,1,식물성,8,과일류,8059,석류,805900,해당없음,80590000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
소귀나무 열매_생것,원재료성 식품,1,식물성,8,과일류,8060,소귀나무 열매,806000,해당없음,80600000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
수박_적육질_생것,원재료성 식품,1,식물성,8,과일류,8061,수박,806103,적육질,80610300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
수박_황육질_생것,원재료성 식품,1,식물성,8,과일류,8061,수박,806104,황육질,80610400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
산자나무 열매(씨벅톤)_생것,원재료성 식품,1,식물성,8,과일류,8062,산자나무 열매(씨벅톤),806200,해당없음,80620000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
아떼모야_생것,원재료성 식품,1,식물성,8,과일류,8063,아떼모야,806300,해당없음,80630000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
아보카도_생것,원재료성 식품,1,식물성,8,과일류,8064,아보카도,806400,해당없음,80640000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
아세로라_감미종_생것,원재료성 식품,1,식물성,8,과일류,8065,아세로라,806501,감미종,80650100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
앵두_생것,원재료성 식품,1,식물성,8,과일류,8066,앵두,806600,해당없음,80660000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
엘더베리_생것,원재료성 식품,1,식물성,8,과일류,8067,엘더베리,806700,해당없음,80670000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오디_생것,원재료성 식품,1,식물성,8,과일류,8068,오디,806800,해당없음,80680000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오디_재래종_생것,원재료성 식품,1,식물성,8,과일류,8068,오디,806803,재래종,80680300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오렌지_생것,원재료성 식품,1,식물성,8,과일류,8069,오렌지,806900,해당없음,80690000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오렌지_발렌시아_생것,원재료성 식품,1,식물성,8,과일류,8069,오렌지,806902,발렌시아,80690200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오미자_생것,원재료성 식품,1,식물성,8,과일류,8073,오미자,807300,해당없음,80730000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
오미자_말린것,원재료성 식품,1,식물성,8,과일류,8073,오미자,807300,해당없음,80730000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
올리브 피클_숙과,원재료성 식품,1,식물성,8,과일류,8076,올리브 피클,807600,해당없음,80760045,완숙,0,해당없음,1,농촌진흥청(국가표준식품성분표)
올리브 피클_초록색,원재료성 식품,1,식물성,8,과일류,8076,올리브 피클,807600,해당없음,80760083,초록색,0,해당없음,1,농촌진흥청(국가표준식품성분표)
용과_백육종_생것,원재료성 식품,1,식물성,8,과일류,8077,용과,807701,백육종,80770100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
용과_적육종_생것,원재료성 식품,1,식물성,8,과일류,8077,용과,807702,적육종,80770200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
용과_황색종_생것,원재료성 식품,1,식물성,8,과일류,8077,용과,807703,황색종,80770300,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
유자_전체_생것,원재료성 식품,1,식물성,8,과일류,8078,유자,807800,해당없음,80780071,전체,1,생것,1,농촌진흥청(국가표준식품성분표)
유자_껍질_생것,원재료성 식품,1,식물성,8,과일류,8078,유자,807800,해당없음,80780075,껍질,1,생것,1,농촌진흥청(국가표준식품성분표)
유자_과육_생것,원재료성 식품,1,식물성,8,과일류,8078,유자,807800,해당없음,80780086,과육,1,생것,1,농촌진흥청(국가표준식품성분표)
으름_생것,원재료성 식품,1,식물성,8,과일류,8081,으름,808100,해당없음,80810000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
자두_생것,원재료성 식품,1,식물성,8,과일류,8082,자두,808200,해당없음,80820000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
자두_말린것,원재료성 식품,1,식물성,8,과일류,8082,자두,808200,해당없음,80820000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
자두_ 대석_ 생것,원재료성 식품,1,식물성,8,과일류,8082,자두,808201,대석,80820100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
자두_후무사_생것,원재료성 식품,1,식물성,8,과일류,8082,자두,808204,후무사,80820400,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
자몽(그레이프프루트)_생것,원재료성 식품,1,식물성,8,과일류,8084,자몽(그레이프프루트),808400,해당없음,80840000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
참외_씨 제거_생것,원재료성 식품,1,식물성,8,과일류,8086,참외,808600,해당없음,80860041,씨 제거,1,생것,1,농촌진흥청(국가표준식품성분표)
참외_씨 포함_생것,원재료성 식품,1,식물성,8,과일류,8086,참외,808600,해당없음,80860074,씨 포함,1,생것,1,농촌진흥청(국가표준식품성분표)
크랜베리_생것,원재료성 식품,1,식물성,8,과일류,8088,크랜베리,808800,해당없음,80880000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
크랜베리_말린것에 당류를 가한것,원재료성 식품,1,식물성,8,과일류,8088,크랜베리,808800,해당없음,80880000,해당없음,89,말린것에 당류를 가한것,1,농촌진흥청(국가표준식품성분표)
키위_골드_생것,원재료성 식품,1,식물성,8,과일류,8090,키위,809001,골드,80900100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
키위_그린_생것,원재료성 식품,1,식물성,8,과일류,8090,키위,809002,그린,80900200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
탱자_생것,원재료성 식품,1,식물성,8,과일류,8091,탱자,809100,해당없음,80910000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
파인애플_생것,원재료성 식품,1,식물성,8,과일류,8092,파인애플,809200,해당없음,80920000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
