식품명,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,출처코드,출처명
참깨_검정깨_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5026,참깨,502601,검정깨,50260100,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
참깨_흰깨_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5026,참깨,502602,흰깨,50260200,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
참깨_흰깨_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5026,참깨,502602,흰깨,50260200,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
코코넛_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5030,코코넛,503000,해당없음,50300000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
코코넛_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5030,코코넛,503000,해당없음,50300000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
피스타치오넛_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5032,피스타치오넛,503200,해당없음,50320000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
피스타치오넛_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5032,피스타치오넛,503200,해당없음,50320000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
피칸_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5033,피칸,503300,해당없음,50330000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
해바라기씨_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5034,해바라기씨,503400,해당없음,50340000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
해바라기씨_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5034,해바라기씨,503400,해당없음,50340000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
호두_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5035,호두,503500,해당없음,50350000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
호두_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5035,호두,503500,해당없음,50350000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
호박씨_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5036,호박씨,503600,해당없음,50360000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
아마씨_볶은것,원재료성 식품,1,식물성,5,견과 및 종실류,5037,아마씨,503700,해당없음,50370000,해당없음,58,볶은것,1,농촌진흥청(국가표준식품성분표)
치아씨_씨앗_말린것,원재료성 식품,1,식물성,5,견과 및 종실류,5038,치아씨,503800,해당없음,50380000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
목화씨_구운것,원재료성 식품,1,식물성,5,견과 및 종실류,5039,목화씨,503900,해당없음,50390000,해당없음,50,구운것,1,농촌진흥청(국가표준식품성분표)
가시오가피_순_생것,원재료성 식품,1,식물성,6,채소류,6001,가시오가피,600100,해당없음,60010026,순,1,생것,1,농촌진흥청(국가표준식품성분표)
가시오가피_순_데친것,원재료성 식품,1,식물성,6,채소류,6001,가시오가피,600100,해당없음,60010026,순,47,데친것,1,농촌진흥청(국가표준식품성분표)
가지_생것,원재료성 식품,1,식물성,6,채소류,6003,가지,600300,해당없음,60030000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
가지_말린것,원재료성 식품,1,식물성,6,채소류,6003,가지,600300,해당없음,60030000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
가지_소금에 절인것,원재료성 식품,1,식물성,6,채소류,6003,가지,600300,해당없음,60030000,해당없음,19,소금에 절인것,1,농촌진흥청(국가표준식품성분표)
가지_데친것,원재료성 식품,1,식물성,6,채소류,6003,가지,600300,해당없음,60030000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
갓_생것,원재료성 식품,1,식물성,6,채소류,6004,갓,600400,해당없음,60040000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
갓_돌산갓_생것,원재료성 식품,1,식물성,6,채소류,6004,갓,600401,돌산갓,60040100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_생것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600800,해당없음,60080000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_데친것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600800,해당없음,60080000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_노지_생것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600801,노지,60080100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_노지_데친것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600801,노지,60080100,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_노지_어린잎_생것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600801,노지,60080138,어린잎,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_노지_어린잎_데친것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600801,노지,60080138,어린잎,47,데친것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_하우스_생것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600802,하우스,60080200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_하우스_데친것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600802,하우스,60080200,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_하우스_어린잎_생것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600802,하우스,60080238,어린잎,1,생것,1,농촌진흥청(국가표준식품성분표)
갯기름나물_하우스_어린잎_데친것,원재료성 식품,1,식물성,6,채소류,6008,갯기름나물,600802,하우스,60080238,어린잎,47,데친것,1,농촌진흥청(국가표준식품성분표)
게걸무_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6010,게걸무,601000,해당없음,60100076,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
게걸무_잎_생것,원재료성 식품,1,식물성,6,채소류,6010,게걸무,601000,해당없음,60100078,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
겨자_적겨자_생것,원재료성 식품,1,식물성,6,채소류,6011,겨자,601101,적겨자,60110100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
겨자_청겨자_생것,원재료성 식품,1,식물성,6,채소류,6011,겨자,601102,청겨자,60110200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고들빼기_생것,원재료성 식품,1,식물성,6,채소류,6013,고들빼기,601300,해당없음,60130000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고들빼기_이고들빼기_생것,원재료성 식품,1,식물성,6,채소류,6013,고들빼기,601301,이고들빼기,60130100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고려엉겅퀴(곤드레)_재배_말린것,원재료성 식품,1,식물성,6,채소류,6014,고려엉겅퀴(곤드레),601403,재배,60140300,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
고려엉겅퀴(곤드레)_재래종_잎_생것,원재료성 식품,1,식물성,6,채소류,6014,고려엉겅퀴(곤드레),601404,재래종,60140478,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
고비_야생_생것,원재료성 식품,1,식물성,6,채소류,6015,고비,601501,야생,60150100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고비_야생_삶아서 말린것,원재료성 식품,1,식물성,6,채소류,6015,고비,601501,야생,60150100,해당없음,4,삶아서 말린것,1,농촌진흥청(국가표준식품성분표)
고비_야생_삶은것,원재료성 식품,1,식물성,6,채소류,6015,고비,601501,야생,60150100,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
고비_야생_말린것을 삶은것,원재료성 식품,1,식물성,6,채소류,6015,고비,601501,야생,60150100,해당없음,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
고비_재배_생것,원재료성 식품,1,식물성,6,채소류,6015,고비,601502,재배,60150200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고사리_생것,원재료성 식품,1,식물성,6,채소류,6016,고사리,601600,해당없음,60160000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고사리_말린것,원재료성 식품,1,식물성,6,채소류,6016,고사리,601600,해당없음,60160000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
고사리_삶아서 말린것,원재료성 식품,1,식물성,6,채소류,6016,고사리,601600,해당없음,60160000,해당없음,4,삶아서 말린것,1,농촌진흥청(국가표준식품성분표)
고사리_데친것,원재료성 식품,1,식물성,6,채소류,6016,고사리,601600,해당없음,60160000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
고수(향채)_생것,원재료성 식품,1,식물성,6,채소류,6017,고수(향채),601700,해당없음,60170000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_싹_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601800,해당없음,60180027,싹,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_풋고추_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601800,해당없음,60180031,풋고추,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_빨간색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601800,해당없음,60180081,빨간색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_빨간색_말린것,원재료성 식품,1,식물성,6,채소류,6018,고추,601800,해당없음,60180081,빨간색,2,말린것,1,농촌진흥청(국가표준식품성분표)
고추_꽈리고추_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601802,꽈리고추,60180200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_녹광_빨간색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601803,녹광,60180381,빨간색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_녹광_초록색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601803,녹광,60180383,초록색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_수비초_빨간색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601804,수비초,60180481,빨간색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_시레나_연두색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601805,시레나,60180594,연두색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_시레나_초록색_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601805,시레나,60180583,초록색,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_오이고추_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601806,오이고추,60180600,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_재래종_풋고추_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601807,재래종,60180731,풋고추,1,생것,1,농촌진흥청(국가표준식품성분표)
고추_청양고추_생것,원재료성 식품,1,식물성,6,채소류,6018,고추,601808,청양고추,60180800,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
고춧잎_잎_생것,원재료성 식품,1,식물성,6,채소류,6019,고춧잎,601900,해당없음,60190078,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
고춧잎_잎_말린것,원재료성 식품,1,식물성,6,채소류,6019,고춧잎,601900,해당없음,60190078,잎,2,말린것,1,농촌진흥청(국가표준식품성분표)
고춧잎_잎_데친것,원재료성 식품,1,식물성,6,채소류,6019,고춧잎,601900,해당없음,60190078,잎,47,데친것,1,농촌진흥청(국가표준식품성분표)
고춧잎_잎_삶아서 말린것을 삶은것,원재료성 식품,1,식물성,6,채소류,6019,고춧잎,601900,해당없음,60190078,잎,85,삶아서 말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
고추냉이_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6021,고추냉이,602100,해당없음,60210076,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
곤달비_생것,원재료성 식품,1,식물성,6,채소류,6022,곤달비,602200,해당없음,60220000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
곤달비_데친것,원재료성 식품,1,식물성,6,채소류,6022,곤달비,602200,해당없음,60220000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
곰취_생것,원재료성 식품,1,식물성,6,채소류,6023,곰취,602300,해당없음,60230000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
곰취_데친것,원재료성 식품,1,식물성,6,채소류,6023,곰취,602300,해당없음,60230000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
곰취_야생_말린것,원재료성 식품,1,식물성,6,채소류,6023,곰취,602302,야생,60230200,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
곰취_재배_말린것,원재료성 식품,1,식물성,6,채소류,6023,곰취,602303,재배,60230300,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
공심채_생것,원재료성 식품,1,식물성,6,채소류,6024,공심채,602400,해당없음,60240000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
공심채_데친것,원재료성 식품,1,식물성,6,채소류,6024,공심채,602400,해당없음,60240000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
꾸지뽕_잎_생것,원재료성 식품,1,식물성,6,채소류,6025,꾸지뽕,602500,해당없음,60250078,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
꾸지뽕_잎_말린것,원재료성 식품,1,식물성,6,채소류,6025,꾸지뽕,602500,해당없음,60250078,잎,2,말린것,1,농촌진흥청(국가표준식품성분표)
꾸지뽕_잎_삶은것,원재료성 식품,1,식물성,6,채소류,6025,꾸지뽕,602500,해당없음,60250078,잎,46,삶은것,1,농촌진흥청(국가표준식품성분표)
국화꽃_생것,원재료성 식품,1,식물성,6,채소류,6026,국화꽃,602600,해당없음,60260000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
국화꽃_말린것,원재료성 식품,1,식물성,6,채소류,6026,국화꽃,602600,해당없음,60260000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
국화꽃_데친것,원재료성 식품,1,식물성,6,채소류,6026,국화꽃,602600,해당없음,60260000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
근대_생것,원재료성 식품,1,식물성,6,채소류,6027,근대,602700,해당없음,60270000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
근대_데친것,원재료성 식품,1,식물성,6,채소류,6027,근대,602700,해당없음,60270000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
꽃양배추(콜리플라워)_생것,원재료성 식품,1,식물성,6,채소류,6030,꽃양배추(콜리플라워),603000,해당없음,60300000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
꽃양배추(콜리플라워)_데친것,원재료성 식품,1,식물성,6,채소류,6030,꽃양배추(콜리플라워),603000,해당없음,60300000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
꿀풀(하고초)_생것,원재료성 식품,1,식물성,6,채소류,6031,꿀풀(하고초),603100,해당없음,60310000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
꿀풀(하고초)_말린것,원재료성 식품,1,식물성,6,채소류,6031,꿀풀(하고초),603100,해당없음,60310000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
날개콩_미숙_생것,원재료성 식품,1,식물성,6,채소류,6032,날개콩,603200,해당없음,60320085,미숙,1,생것,1,농촌진흥청(국가표준식품성분표)
냉이_생것,원재료성 식품,1,식물성,6,채소류,6033,냉이,603300,해당없음,60330000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
냉이_데친것,원재료성 식품,1,식물성,6,채소류,6033,냉이,603300,해당없음,60330000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
누리장나무잎_생것,원재료성 식품,1,식물성,6,채소류,6037,누리장나무잎,603700,해당없음,60370000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
는쟁이냉이_생것,원재료성 식품,1,식물성,6,채소류,6038,는쟁이냉이,603800,해당없음,60380000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
달래_생것,원재료성 식품,1,식물성,6,채소류,6039,달래,603900,해당없음,60390000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
당귀_일당귀_잎_생것,원재료성 식품,1,식물성,6,채소류,6040,당귀,604001,일당귀,60400178,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
당귀_참당귀_잎_생것,원재료성 식품,1,식물성,6,채소류,6040,당귀,604004,참당귀,60400478,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
당근_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6041,당근,604100,해당없음,60410076,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
당근_뿌리_데친것,원재료성 식품,1,식물성,6,채소류,6041,당근,604100,해당없음,60410076,뿌리,47,데친것,1,농촌진흥청(국가표준식품성분표)
더덕_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6043,더덕,604300,해당없음,60430076,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
더덕_뿌리_분말화한것,원재료성 식품,1,식물성,6,채소류,6043,더덕,604300,해당없음,60430076,뿌리,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
도라지_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6044,도라지,604400,해당없음,60440076,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
도라지_뿌리_말린것,원재료성 식품,1,식물성,6,채소류,6044,도라지,604400,해당없음,60440076,뿌리,2,말린것,1,농촌진흥청(국가표준식품성분표)
도라지_뿌리_분말화한것,원재료성 식품,1,식물성,6,채소류,6044,도라지,604400,해당없음,60440076,뿌리,6,분말화한것,1,농촌진흥청(국가표준식품성분표)
도라지_뿌리_데친것,원재료성 식품,1,식물성,6,채소류,6044,도라지,604400,해당없음,60440076,뿌리,47,데친것,1,농촌진흥청(국가표준식품성분표)
돌나물_생것,원재료성 식품,1,식물성,6,채소류,6045,돌나물,604500,해당없음,60450000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
동아_생것,원재료성 식품,1,식물성,6,채소류,6046,동아,604600,해당없음,60460000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
동아_데친것,원재료성 식품,1,식물성,6,채소류,6046,동아,604600,해당없음,60460000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470100,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_잎_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470178,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_잎_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470178,잎,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_줄기_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470179,줄기,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_땅두릅_줄기_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604701,땅두릅,60470179,줄기,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470200,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470200,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_잎_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470278,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_잎_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470278,잎,47,데친것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_줄기_생것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470279,줄기,1,생것,1,농촌진흥청(국가표준식품성분표)
두릅_참두릅_줄기_데친것,원재료성 식품,1,식물성,6,채소류,6047,두릅,604702,참두릅,60470279,줄기,47,데친것,1,농촌진흥청(국가표준식품성분표)
둥굴레_잎_생것,원재료성 식품,1,식물성,6,채소류,6048,둥굴레,604800,해당없음,60480078,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
둥굴레_잎_말린것,원재료성 식품,1,식물성,6,채소류,6048,둥굴레,604800,해당없음,60480078,잎,2,말린것,1,농촌진흥청(국가표준식품성분표)
리크_생것,원재료성 식품,1,식물성,6,채소류,6052,리크,605200,해당없음,60520000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
리크_데친것,원재료성 식품,1,식물성,6,채소류,6052,리크,605200,해당없음,60520000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘_구근_생것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605300,해당없음,60530022,구근,1,생것,1,농촌진흥청(국가표준식품성분표)
마늘_구근_말린것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605300,해당없음,60530022,구근,2,말린것,1,농촌진흥청(국가표준식품성분표)
마늘_구근_동결건조한것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605300,해당없음,60530022,구근,9,동결건조한것,1,농촌진흥청(국가표준식품성분표)
마늘_구근_데친것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605300,해당없음,60530022,구근,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘_구근_구운것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605300,해당없음,60530022,구근,50,구운것,1,농촌진흥청(국가표준식품성분표)
마늘_난지형_구근_생것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605301,난지형,60530122,구근,1,생것,1,농촌진흥청(국가표준식품성분표)
마늘_난지형_구근_얼린것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605301,난지형,60530122,구근,8,얼린것,1,농촌진흥청(국가표준식품성분표)
마늘_난지형_구근_데친것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605301,난지형,60530122,구근,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘_난지형_구근_구운것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605301,난지형,60530122,구근,50,구운것,1,농촌진흥청(국가표준식품성분표)
마늘_수입산(중국산)_구근_생것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605302,수입산(중국산),60530222,구근,1,생것,1,농촌진흥청(국가표준식품성분표)
마늘_수입산(중국산)_구근_데친것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605302,수입산(중국산),60530222,구근,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘_한지형_구근_생것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605303,한지형,60530322,구근,1,생것,1,농촌진흥청(국가표준식품성분표)
마늘_한지형_구근_데친것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605303,한지형,60530322,구근,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘_한지형_구근_구운것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605303,한지형,60530322,구근,50,구운것,1,농촌진흥청(국가표준식품성분표)
마늘_한지형_구근_볶은것,원재료성 식품,1,식물성,6,채소류,6053,마늘,605303,한지형,60530322,구근,58,볶은것,1,농촌진흥청(국가표준식품성분표)
풋마늘_잎줄기_생것,원재료성 식품,1,식물성,6,채소류,6054,풋마늘,605400,해당없음,60540028,잎줄기,1,생것,1,농촌진흥청(국가표준식품성분표)
풋마늘_잎줄기_데친것,원재료성 식품,1,식물성,6,채소류,6054,풋마늘,605400,해당없음,60540028,잎줄기,47,데친것,1,농촌진흥청(국가표준식품성분표)
마늘종_꽃줄기_생것,원재료성 식품,1,식물성,6,채소류,6055,마늘종,605500,해당없음,60550024,꽃줄기,1,생것,1,농촌진흥청(국가표준식품성분표)
마늘종_꽃줄기_데친것,원재료성 식품,1,식물성,6,채소류,6055,마늘종,605500,해당없음,60550024,꽃줄기,47,데친것,1,농촌진흥청(국가표준식품성분표)
단무지_뿌리_소금에 절인것,원재료성 식품,1,식물성,6,채소류,6060,단무지,606000,해당없음,60600076,뿌리,19,소금에 절인것,1,농촌진흥청(국가표준식품성분표)
마타리_생것,원재료성 식품,1,식물성,6,채소류,6061,마타리,606100,해당없음,60610000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
머위_생것,원재료성 식품,1,식물성,6,채소류,6062,머위,606200,해당없음,60620000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
머위_말린것,원재료성 식품,1,식물성,6,채소류,6062,머위,606200,해당없음,60620000,해당없음,2,말린것,1,농촌진흥청(국가표준식품성분표)
머위_삶아서 말린것,원재료성 식품,1,식물성,6,채소류,6062,머위,606200,해당없음,60620000,해당없음,4,삶아서 말린것,1,농촌진흥청(국가표준식품성분표)
머위_삶은것,원재료성 식품,1,식물성,6,채소류,6062,머위,606200,해당없음,60620000,해당없음,46,삶은것,1,농촌진흥청(국가표준식품성분표)
머위_데친것,원재료성 식품,1,식물성,6,채소류,6062,머위,606200,해당없음,60620000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
무_조선무_뿌리_생것,원재료성 식품,1,식물성,6,채소류,6065,무,606502,조선무,60650276,뿌리,1,생것,1,농촌진흥청(국가표준식품성분표)
무_조선무_뿌리_데친것,원재료성 식품,1,식물성,6,채소류,6065,무,606502,조선무,60650276,뿌리,47,데친것,1,농촌진흥청(국가표준식품성분표)
무순_싹_생것,원재료성 식품,1,식물성,6,채소류,6066,무순,606600,해당없음,60660027,싹,1,생것,1,농촌진흥청(국가표준식품성분표)
무청_왜무_잎_생것,원재료성 식품,1,식물성,6,채소류,6066,무청,606601,왜무,60660178,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
무청_조선무_잎_생것,원재료성 식품,1,식물성,6,채소류,6066,무청,606602,조선무,60660278,잎,1,생것,1,농촌진흥청(국가표준식품성분표)
무시래기_잎_말린것을 삶은것,원재료성 식품,1,식물성,6,채소류,6068,무시래기,606800,해당없음,60680078,잎,83,말린것을 삶은것,1,농촌진흥청(국가표준식품성분표)
무 절임(치킨무)_뿌리_소금에 절인것,원재료성 식품,1,식물성,6,채소류,6069,무 절임(치킨무),606900,해당없음,60690076,뿌리,19,소금에 절인것,1,농촌진흥청(국가표준식품성분표)
무말랭이_뿌리_말린것,원재료성 식품,1,식물성,6,채소류,6071,무말랭이,607100,해당없음,60710076,뿌리,2,말린것,1,농촌진흥청(국가표준식품성분표)
물냉이_생것,원재료성 식품,1,식물성,6,채소류,6075,물냉이,607500,해당없음,60750000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
물쑥_생것,원재료성 식품,1,식물성,6,채소류,6076,물쑥,607600,해당없음,60760000,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
물쑥_데친것,원재료성 식품,1,식물성,6,채소류,6076,물쑥,607600,해당없음,60760000,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
미나리_농축,원재료성 식품,1,식물성,6,채소류,6077,미나리,607700,해당없음,60770000,해당없음,23,농축,1,농촌진흥청(국가표준식품성분표)
미나리_돌미나리_생것,원재료성 식품,1,식물성,6,채소류,6077,미나리,607701,돌미나리,60770100,해당없음,1,생것,1,농촌진흥청(국가표준식품성분표)
미나리_돌미나리_데친것,원재료성 식품,1,식물성,6,채소류,6077,미나리,607701,돌미나리,60770100,해당없음,47,데친것,1,농촌진흥청(국가표준식품성분표)
